,index_x,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,index_y,Classification
932,939,176.9.40.135-192.168.43.129-444-58668-6,192.168.43.129,58668,176.9.40.135,444,6,19/08/2020 10:46:28 AM,932,BENIGN
933,940,176.9.40.135-192.168.43.129-444-58668-6,192.168.43.129,58668,176.9.40.135,444,6,19/08/2020 10:46:29 AM,933,BENIGN
934,941,192.168.43.129-213.196.34.18-58666-443-6,192.168.43.129,58666,213.196.34.18,443,6,19/08/2020 10:46:27 AM,934,BENIGN
935,942,176.9.40.135-192.168.43.129-444-58669-6,192.168.43.129,58669,176.9.40.135,444,6,19/08/2020 10:46:28 AM,935,BENIGN
936,943,176.9.40.135-192.168.43.129-444-58669-6,192.168.43.129,58669,176.9.40.135,444,6,19/08/2020 10:46:29 AM,936,BENIGN
937,944,192.168.43.129-213.196.34.18-58667-443-6,192.168.43.129,58667,213.196.34.18,443,6,19/08/2020 10:46:27 AM,937,BENIGN
938,945,176.9.40.135-192.168.43.129-444-58672-6,192.168.43.129,58672,176.9.40.135,444,6,19/08/2020 10:46:29 AM,938,BENIGN
939,946,176.9.40.135-192.168.43.129-444-58672-6,192.168.43.129,58672,176.9.40.135,444,6,19/08/2020 10:46:31 AM,939,BENIGN
940,947,192.168.43.129-69.31.136.5-58671-443-6,192.168.43.129,58671,69.31.136.5,443,6,19/08/2020 10:46:29 AM,940,BENIGN
941,948,176.9.40.135-192.168.43.129-444-58676-6,192.168.43.129,58676,176.9.40.135,444,6,19/08/2020 10:46:32 AM,941,BENIGN
942,949,176.9.40.135-192.168.43.129-444-58676-6,192.168.43.129,58676,176.9.40.135,444,6,19/08/2020 10:46:33 AM,942,BENIGN
943,950,192.168.43.129-107.180.46.196-58675-80-6,192.168.43.129,58675,107.180.46.196,80,6,19/08/2020 10:46:32 AM,943,BENIGN
944,951,192.168.43.129-107.180.46.196-58675-80-6,107.180.46.196,80,192.168.43.129,58675,6,19/08/2020 10:46:33 AM,944,BENIGN
945,952,176.9.40.135-192.168.43.129-444-58678-6,192.168.43.129,58678,176.9.40.135,444,6,19/08/2020 10:46:32 AM,945,BENIGN
946,953,176.9.40.135-192.168.43.129-444-58678-6,192.168.43.129,58678,176.9.40.135,444,6,19/08/2020 10:46:34 AM,946,BENIGN
947,954,192.168.43.129-213.196.34.18-58677-443-6,192.168.43.129,58677,213.196.34.18,443,6,19/08/2020 10:46:32 AM,947,BENIGN
948,955,176.9.40.135-192.168.43.129-444-58680-6,192.168.43.129,58680,176.9.40.135,444,6,19/08/2020 10:46:33 AM,948,BENIGN
949,956,176.9.40.135-192.168.43.129-444-58680-6,192.168.43.129,58680,176.9.40.135,444,6,19/08/2020 10:46:34 AM,949,BENIGN
950,957,192.168.43.129-213.196.34.18-58679-443-6,192.168.43.129,58679,213.196.34.18,443,6,19/08/2020 10:46:32 AM,950,BENIGN
951,958,176.9.40.135-192.168.43.129-444-58682-6,192.168.43.129,58682,176.9.40.135,444,6,19/08/2020 10:46:33 AM,951,BENIGN
952,959,176.9.40.135-192.168.43.129-444-58682-6,192.168.43.129,58682,176.9.40.135,444,6,19/08/2020 10:46:34 AM,952,BENIGN
953,960,192.168.43.129-213.196.34.18-58681-443-6,192.168.43.129,58681,213.196.34.18,443,6,19/08/2020 10:46:33 AM,953,BENIGN
954,961,192.168.43.129-51.105.249.239-55608-443-6,192.168.43.129,55608,51.105.249.239,443,6,19/08/2020 10:44:19 AM,954,BENIGN
955,962,176.9.40.135-192.168.43.129-444-58655-6,192.168.43.129,58655,176.9.40.135,444,6,19/08/2020 10:46:23 AM,955,DoS Slowhttptest
956,963,176.9.40.135-192.168.43.129-444-58655-6,192.168.43.129,58655,176.9.40.135,444,6,19/08/2020 10:46:35 AM,956,BENIGN
957,964,192.168.43.129-5.57.17.220-58653-443-6,192.168.43.129,58653,5.57.17.220,443,6,19/08/2020 10:46:23 AM,957,BENIGN
958,965,192.168.43.129-5.57.17.220-58653-443-6,5.57.17.220,443,192.168.43.129,58653,6,19/08/2020 10:46:35 AM,958,BENIGN
959,966,176.9.40.135-192.168.43.129-444-58684-6,192.168.43.129,58684,176.9.40.135,444,6,19/08/2020 10:46:34 AM,959,BENIGN
960,967,176.9.40.135-192.168.43.129-444-58684-6,192.168.43.129,58684,176.9.40.135,444,6,19/08/2020 10:46:36 AM,960,BENIGN
961,968,172.217.22.100-192.168.43.129-443-58683-6,192.168.43.129,58683,172.217.22.100,443,6,19/08/2020 10:46:34 AM,961,BENIGN
962,969,172.217.22.100-192.168.43.129-443-58683-6,172.217.22.100,443,192.168.43.129,58683,6,19/08/2020 10:46:37 AM,962,BENIGN
963,970,192.168.43.129-23.62.125.212-58687-80-6,192.168.43.129,58687,23.62.125.212,80,6,19/08/2020 10:46:37 AM,963,DoS slowloris
964,971,176.9.40.135-192.168.43.129-444-58688-6,192.168.43.129,58688,176.9.40.135,444,6,19/08/2020 10:46:37 AM,964,BENIGN
965,972,192.168.43.129-23.62.125.212-58687-80-6,192.168.43.129,58687,23.62.125.212,80,6,19/08/2020 10:46:38 AM,965,BENIGN
966,974,176.9.40.135-192.168.43.129-444-58691-6,192.168.43.129,58691,176.9.40.135,444,6,19/08/2020 10:46:37 AM,966,BENIGN
967,975,192.168.43.129-93.115.29.120-58689-80-6,192.168.43.129,58689,93.115.29.120,80,6,19/08/2020 10:46:37 AM,967,BENIGN
968,976,192.168.43.129-93.115.29.120-58689-80-6,93.115.29.120,80,192.168.43.129,58689,6,19/08/2020 10:46:38 AM,968,BENIGN
969,977,176.9.40.135-192.168.43.129-444-58686-6,192.168.43.129,58686,176.9.40.135,444,6,19/08/2020 10:46:35 AM,969,BENIGN
970,978,176.9.40.135-192.168.43.129-444-58686-6,192.168.43.129,58686,176.9.40.135,444,6,19/08/2020 10:46:38 AM,970,BENIGN
971,979,192.168.43.129-5.57.16.14-58685-443-6,192.168.43.129,58685,5.57.16.14,443,6,19/08/2020 10:46:35 AM,971,BENIGN
972,980,192.168.43.129-5.57.16.14-58685-443-6,5.57.16.14,443,192.168.43.129,58685,6,19/08/2020 10:46:39 AM,972,BENIGN
973,981,176.9.40.135-192.168.43.129-444-58692-6,192.168.43.129,58692,176.9.40.135,444,6,19/08/2020 10:46:37 AM,973,BENIGN
974,982,176.9.40.135-192.168.43.129-444-58692-6,192.168.43.129,58692,176.9.40.135,444,6,19/08/2020 10:46:39 AM,974,BENIGN
975,983,192.168.43.129-216.58.205.227-58690-443-6,192.168.43.129,58690,216.58.205.227,443,6,19/08/2020 10:46:37 AM,975,BENIGN
976,984,192.168.43.129-216.58.205.227-58690-443-6,216.58.205.227,443,192.168.43.129,58690,6,19/08/2020 10:46:39 AM,976,BENIGN
977,985,176.9.40.135-192.168.43.129-444-58702-6,192.168.43.129,58702,176.9.40.135,444,6,19/08/2020 10:46:39 AM,977,BENIGN
978,986,192.168.43.129-93.115.29.120-58698-80-6,192.168.43.129,58698,93.115.29.120,80,6,19/08/2020 10:46:39 AM,978,BENIGN
979,987,192.168.43.129-93.115.29.120-58698-80-6,93.115.29.120,80,192.168.43.129,58698,6,19/08/2020 10:46:40 AM,979,BENIGN
980,988,176.9.40.135-192.168.43.129-444-58694-6,192.168.43.129,58694,176.9.40.135,444,6,19/08/2020 10:46:38 AM,980,BENIGN
981,989,176.9.40.135-192.168.43.129-444-58694-6,192.168.43.129,58694,176.9.40.135,444,6,19/08/2020 10:46:40 AM,981,BENIGN
982,990,192.168.43.129-3.220.112.94-58693-443-6,192.168.43.129,58693,3.220.112.94,443,6,19/08/2020 10:46:38 AM,982,BENIGN
983,991,176.9.40.135-192.168.43.129-444-58696-6,192.168.43.129,58696,176.9.40.135,444,6,19/08/2020 10:46:39 AM,983,BENIGN
984,992,176.9.40.135-192.168.43.129-444-58696-6,192.168.43.129,58696,176.9.40.135,444,6,19/08/2020 10:46:40 AM,984,BENIGN
985,993,192.168.43.129-213.196.34.18-58695-443-6,192.168.43.129,58695,213.196.34.18,443,6,19/08/2020 10:46:39 AM,985,BENIGN
986,994,192.168.43.129-213.196.34.18-58695-443-6,213.196.34.18,443,192.168.43.129,58695,6,19/08/2020 10:46:40 AM,986,BENIGN
987,995,176.9.40.135-192.168.43.129-444-58703-6,192.168.43.129,58703,176.9.40.135,444,6,19/08/2020 10:46:39 AM,987,BENIGN
988,996,176.9.40.135-192.168.43.129-444-58705-6,192.168.43.129,58705,176.9.40.135,444,6,19/08/2020 10:46:39 AM,988,BENIGN
989,997,176.9.40.135-192.168.43.129-444-58703-6,192.168.43.129,58703,176.9.40.135,444,6,19/08/2020 10:46:40 AM,989,BENIGN
990,998,176.9.40.135-192.168.43.129-444-58705-6,192.168.43.129,58705,176.9.40.135,444,6,19/08/2020 10:46:40 AM,990,BENIGN
991,999,192.168.43.129-213.196.34.18-58700-443-6,192.168.43.129,58700,213.196.34.18,443,6,19/08/2020 10:46:39 AM,991,BENIGN
992,1000,192.168.43.129-213.196.34.18-58701-443-6,192.168.43.129,58701,213.196.34.18,443,6,19/08/2020 10:46:39 AM,992,BENIGN
993,1001,176.9.40.135-192.168.43.129-444-58706-6,192.168.43.129,58706,176.9.40.135,444,6,19/08/2020 10:46:39 AM,993,BENIGN
994,1002,176.9.40.135-192.168.43.129-444-58706-6,192.168.43.129,58706,176.9.40.135,444,6,19/08/2020 10:46:40 AM,994,BENIGN
995,1003,192.168.43.129-213.196.34.18-58697-443-6,192.168.43.129,58697,213.196.34.18,443,6,19/08/2020 10:46:39 AM,995,BENIGN
996,1004,176.9.40.135-192.168.43.129-444-58704-6,192.168.43.129,58704,176.9.40.135,444,6,19/08/2020 10:46:39 AM,996,BENIGN
997,1005,176.9.40.135-192.168.43.129-444-58704-6,192.168.43.129,58704,176.9.40.135,444,6,19/08/2020 10:46:40 AM,997,BENIGN
998,1006,192.168.43.129-213.196.34.18-58699-443-6,192.168.43.129,58699,213.196.34.18,443,6,19/08/2020 10:46:39 AM,998,BENIGN
999,1007,151.139.128.8-192.168.43.129-443-58588-6,192.168.43.129,58588,151.139.128.8,443,6,19/08/2020 10:45:40 AM,999,BENIGN
1000,1008,151.139.128.8-192.168.43.129-443-58588-6,192.168.43.129,58588,151.139.128.8,443,6,19/08/2020 10:46:41 AM,1000,BENIGN
1001,1009,176.9.40.135-192.168.43.129-444-58712-6,192.168.43.129,58712,176.9.40.135,444,6,19/08/2020 10:46:41 AM,1001,BENIGN
1002,1010,176.9.40.135-192.168.43.129-444-58712-6,192.168.43.129,58712,176.9.40.135,444,6,19/08/2020 10:46:42 AM,1002,BENIGN
1003,1011,192.168.43.129-213.196.34.18-58711-443-6,192.168.43.129,58711,213.196.34.18,443,6,19/08/2020 10:46:40 AM,1003,BENIGN
1004,1012,176.9.40.135-192.168.43.129-444-58717-6,192.168.43.129,58717,176.9.40.135,444,6,19/08/2020 10:46:41 AM,1004,BENIGN
1005,1013,176.9.40.135-192.168.43.129-444-58717-6,192.168.43.129,58717,176.9.40.135,444,6,19/08/2020 10:46:42 AM,1005,BENIGN
1006,1014,192.168.43.129-213.196.34.18-58715-443-6,192.168.43.129,58715,213.196.34.18,443,6,19/08/2020 10:46:41 AM,1006,BENIGN
1007,1015,176.9.40.135-192.168.43.129-444-58709-6,192.168.43.129,58709,176.9.40.135,444,6,19/08/2020 10:46:40 AM,1007,BENIGN
1008,1016,176.9.40.135-192.168.43.129-444-58709-6,192.168.43.129,58709,176.9.40.135,444,6,19/08/2020 10:46:42 AM,1008,BENIGN
1009,1017,192.168.43.129-3.220.112.94-58707-443-6,192.168.43.129,58707,3.220.112.94,443,6,19/08/2020 10:46:40 AM,1009,BENIGN
1010,1018,176.9.40.135-192.168.43.129-444-58719-6,192.168.43.129,58719,176.9.40.135,444,6,19/08/2020 10:46:41 AM,1010,BENIGN
1011,1019,176.9.40.135-192.168.43.129-444-58719-6,192.168.43.129,58719,176.9.40.135,444,6,19/08/2020 10:46:42 AM,1011,BENIGN
1012,1020,192.168.43.129-213.196.34.18-58716-443-6,192.168.43.129,58716,213.196.34.18,443,6,19/08/2020 10:46:41 AM,1012,BENIGN
1013,1021,192.168.43.129-213.196.34.18-58715-443-6,213.196.34.18,443,192.168.43.129,58715,6,19/08/2020 10:46:42 AM,1013,DoS Hulk
1014,1022,176.9.40.135-192.168.43.129-444-58718-6,192.168.43.129,58718,176.9.40.135,444,6,19/08/2020 10:46:41 AM,1014,BENIGN
1015,1023,176.9.40.135-192.168.43.129-444-58718-6,192.168.43.129,58718,176.9.40.135,444,6,19/08/2020 10:46:42 AM,1015,BENIGN
1016,1024,192.168.43.129-213.196.34.18-58714-443-6,192.168.43.129,58714,213.196.34.18,443,6,19/08/2020 10:46:41 AM,1016,BENIGN
1017,1025,176.9.40.135-192.168.43.129-444-58720-6,192.168.43.129,58720,176.9.40.135,444,6,19/08/2020 10:46:41 AM,1017,BENIGN
1018,1026,176.9.40.135-192.168.43.129-444-58720-6,192.168.43.129,58720,176.9.40.135,444,6,19/08/2020 10:46:42 AM,1018,BENIGN
1019,1027,192.168.43.129-213.196.34.18-58713-443-6,192.168.43.129,58713,213.196.34.18,443,6,19/08/2020 10:46:41 AM,1019,BENIGN
1020,1028,176.9.40.135-192.168.43.129-444-58710-6,192.168.43.129,58710,176.9.40.135,444,6,19/08/2020 10:46:40 AM,1020,BENIGN
1021,1029,176.9.40.135-192.168.43.129-444-58710-6,192.168.43.129,58710,176.9.40.135,444,6,19/08/2020 10:46:43 AM,1021,BENIGN
1022,1030,172.217.22.100-192.168.43.129-443-58708-6,192.168.43.129,58708,172.217.22.100,443,6,19/08/2020 10:46:40 AM,1022,BENIGN
1023,1031,192.168.43.129-104.16.123.175-57823-443-6,192.168.43.129,57823,104.16.123.175,443,6,19/08/2020 10:44:01 AM,1023,BENIGN
1024,1032,172.217.22.100-192.168.43.129-443-58708-6,172.217.22.100,443,192.168.43.129,58708,6,19/08/2020 10:46:43 AM,1024,DoS Hulk
1025,1033,192.168.43.129-23.111.9.35-58090-443-6,192.168.43.129,58090,23.111.9.35,443,6,19/08/2020 10:44:01 AM,1025,BENIGN
1026,1034,192.168.43.129-31.13.92.10-58721-443-6,192.168.43.129,58721,31.13.92.10,443,6,19/08/2020 10:46:41 AM,1026,BENIGN
1027,1035,192.168.43.129-31.13.92.10-58721-443-6,192.168.43.129,58721,31.13.92.10,443,6,19/08/2020 10:46:43 AM,1027,BENIGN
1028,1036,176.9.40.135-192.168.43.129-444-58722-6,192.168.43.129,58722,176.9.40.135,444,6,19/08/2020 10:46:41 AM,1028,BENIGN
1029,1037,176.9.40.135-192.168.43.129-444-58722-6,176.9.40.135,444,192.168.43.129,58722,6,19/08/2020 10:46:44 AM,1029,DoS Hulk
1030,1038,176.9.40.135-192.168.43.129-444-58724-6,192.168.43.129,58724,176.9.40.135,444,6,19/08/2020 10:46:43 AM,1030,BENIGN
1031,1039,176.9.40.135-192.168.43.129-444-58724-6,192.168.43.129,58724,176.9.40.135,444,6,19/08/2020 10:46:44 AM,1031,BENIGN
1032,1040,192.168.43.129-213.196.34.18-58723-443-6,192.168.43.129,58723,213.196.34.18,443,6,19/08/2020 10:46:43 AM,1032,BENIGN
1033,1041,192.168.43.129-2.16.186.98-58725-80-6,192.168.43.129,58725,2.16.186.98,80,6,19/08/2020 10:46:44 AM,1033,BENIGN
1034,1042,176.9.40.135-192.168.43.129-444-58726-6,192.168.43.129,58726,176.9.40.135,444,6,19/08/2020 10:46:44 AM,1034,BENIGN
1035,1043,192.168.43.129-2.16.186.98-58725-80-6,192.168.43.129,58725,2.16.186.98,80,6,19/08/2020 10:46:45 AM,1035,BENIGN
1036,1044,176.9.40.135-192.168.43.129-444-58726-6,176.9.40.135,444,192.168.43.129,58726,6,19/08/2020 10:46:45 AM,1036,BENIGN
1037,1045,176.9.40.135-192.168.43.129-444-58736-6,192.168.43.129,58736,176.9.40.135,444,6,19/08/2020 10:46:45 AM,1037,BENIGN
1038,1046,176.9.40.135-192.168.43.129-444-58736-6,192.168.43.129,58736,176.9.40.135,444,6,19/08/2020 10:46:46 AM,1038,BENIGN
1039,1047,192.168.43.129-107.6.177.186-58735-80-6,192.168.43.129,58735,107.6.177.186,80,6,19/08/2020 10:46:45 AM,1039,BENIGN
1040,1048,192.168.43.129-107.6.177.186-58735-80-6,107.6.177.186,80,192.168.43.129,58735,6,19/08/2020 10:46:46 AM,1040,BENIGN
1041,1049,176.9.40.135-192.168.43.129-444-58728-6,192.168.43.129,58728,176.9.40.135,444,6,19/08/2020 10:46:45 AM,1041,BENIGN
1042,1050,176.9.40.135-192.168.43.129-444-58728-6,192.168.43.129,58728,176.9.40.135,444,6,19/08/2020 10:46:46 AM,1042,BENIGN
1043,1051,192.168.43.129-213.196.34.18-58727-443-6,192.168.43.129,58727,213.196.34.18,443,6,19/08/2020 10:46:45 AM,1043,BENIGN
1044,1052,192.168.43.129-213.196.34.18-58727-443-6,213.196.34.18,443,192.168.43.129,58727,6,19/08/2020 10:46:46 AM,1044,DoS Hulk
1045,1053,176.9.40.135-192.168.43.129-444-58731-6,192.168.43.129,58731,176.9.40.135,444,6,19/08/2020 10:46:45 AM,1045,BENIGN
1046,1054,176.9.40.135-192.168.43.129-444-58731-6,192.168.43.129,58731,176.9.40.135,444,6,19/08/2020 10:46:46 AM,1046,BENIGN
1047,1055,192.168.43.129-213.196.34.18-58730-443-6,192.168.43.129,58730,213.196.34.18,443,6,19/08/2020 10:46:45 AM,1047,BENIGN
1048,1056,176.9.40.135-192.168.43.129-444-58732-6,192.168.43.129,58732,176.9.40.135,444,6,19/08/2020 10:46:45 AM,1048,BENIGN
1049,1057,176.9.40.135-192.168.43.129-444-58732-6,192.168.43.129,58732,176.9.40.135,444,6,19/08/2020 10:46:46 AM,1049,BENIGN
1050,1058,192.168.43.129-213.196.34.18-58729-443-6,192.168.43.129,58729,213.196.34.18,443,6,19/08/2020 10:46:45 AM,1050,BENIGN
1051,1059,192.168.43.129-213.196.34.18-58730-443-6,213.196.34.18,443,192.168.43.129,58730,6,19/08/2020 10:46:46 AM,1051,DoS Hulk
1052,1060,192.168.43.129-213.196.34.18-58729-443-6,213.196.34.18,443,192.168.43.129,58729,6,19/08/2020 10:46:46 AM,1052,BENIGN
1053,1061,144.91.125.111-192.168.43.129-80-58739-6,192.168.43.129,58739,144.91.125.111,80,6,19/08/2020 10:46:46 AM,1053,BENIGN
1054,1062,176.9.40.135-192.168.43.129-444-58740-6,192.168.43.129,58740,176.9.40.135,444,6,19/08/2020 10:46:46 AM,1054,BENIGN
1055,1063,144.91.125.111-192.168.43.129-80-58739-6,192.168.43.129,58739,144.91.125.111,80,6,19/08/2020 10:46:47 AM,1055,BENIGN
1056,1064,176.9.40.135-192.168.43.129-444-58740-6,176.9.40.135,444,192.168.43.129,58740,6,19/08/2020 10:46:47 AM,1056,BENIGN
1057,1065,176.9.40.135-192.168.43.129-444-58738-6,192.168.43.129,58738,176.9.40.135,444,6,19/08/2020 10:46:45 AM,1057,BENIGN
1058,1066,176.9.40.135-192.168.43.129-444-58738-6,192.168.43.129,58738,176.9.40.135,444,6,19/08/2020 10:46:48 AM,1058,BENIGN
1059,1067,192.168.43.129-69.165.107.69-58737-443-6,192.168.43.129,58737,69.165.107.69,443,6,19/08/2020 10:46:45 AM,1059,BENIGN
1060,1068,192.168.43.129-69.165.107.69-58737-443-6,69.165.107.69,443,192.168.43.129,58737,6,19/08/2020 10:46:48 AM,1060,BENIGN
1061,1069,176.9.40.135-192.168.43.129-444-58734-6,192.168.43.129,58734,176.9.40.135,444,6,19/08/2020 10:46:45 AM,1061,BENIGN
1062,1070,176.9.40.135-192.168.43.129-444-58734-6,192.168.43.129,58734,176.9.40.135,444,6,19/08/2020 10:46:49 AM,1062,BENIGN
1063,1071,172.217.22.100-192.168.43.129-443-58733-6,192.168.43.129,58733,172.217.22.100,443,6,19/08/2020 10:46:45 AM,1063,BENIGN
1064,1072,172.217.22.100-192.168.43.129-443-58733-6,172.217.22.100,443,192.168.43.129,58733,6,19/08/2020 10:46:49 AM,1064,BENIGN
1065,1073,176.9.40.135-192.168.43.129-444-58744-6,192.168.43.129,58744,176.9.40.135,444,6,19/08/2020 10:46:49 AM,1065,BENIGN
1066,1074,176.9.40.135-192.168.43.129-444-58744-6,192.168.43.129,58744,176.9.40.135,444,6,19/08/2020 10:46:50 AM,1066,BENIGN
1067,1075,192.168.43.129-104.36.194.203-58742-443-6,192.168.43.129,58742,104.36.194.203,443,6,19/08/2020 10:46:48 AM,1067,BENIGN
1068,1076,192.168.43.129-104.36.194.203-58742-443-6,104.36.194.203,443,192.168.43.129,58742,6,19/08/2020 10:46:50 AM,1068,BENIGN
1069,1077,176.9.40.135-192.168.43.129-444-58746-6,192.168.43.129,58746,176.9.40.135,444,6,19/08/2020 10:46:49 AM,1069,BENIGN
1070,1078,176.9.40.135-192.168.43.129-444-58746-6,192.168.43.129,58746,176.9.40.135,444,6,19/08/2020 10:46:51 AM,1070,BENIGN
1071,1079,192.168.43.129-35.169.118.196-58745-443-6,192.168.43.129,58745,35.169.118.196,443,6,19/08/2020 10:46:49 AM,1071,BENIGN
1072,1080,176.9.40.135-192.168.43.129-444-58743-6,192.168.43.129,58743,176.9.40.135,444,6,19/08/2020 10:46:49 AM,1072,BENIGN
1073,1081,176.9.40.135-192.168.43.129-444-58743-6,192.168.43.129,58743,176.9.40.135,444,6,19/08/2020 10:46:51 AM,1073,BENIGN
1074,1082,192.168.43.129-69.165.107.21-58741-443-6,192.168.43.129,58741,69.165.107.21,443,6,19/08/2020 10:46:48 AM,1074,BENIGN
1075,1083,192.168.43.129-69.165.107.21-58741-443-6,69.165.107.21,443,192.168.43.129,58741,6,19/08/2020 10:46:51 AM,1075,BENIGN
1076,1084,176.9.40.135-192.168.43.129-444-58748-6,192.168.43.129,58748,176.9.40.135,444,6,19/08/2020 10:46:53 AM,1076,BENIGN
1077,1085,192.168.43.129-65.60.62.74-58747-80-6,192.168.43.129,58747,65.60.62.74,80,6,19/08/2020 10:46:53 AM,1077,BENIGN
1078,1086,192.168.43.129-65.60.62.74-58747-80-6,65.60.62.74,80,192.168.43.129,58747,6,19/08/2020 10:46:55 AM,1078,BENIGN
1079,1087,176.9.40.135-192.168.43.129-444-58751-6,192.168.43.129,58751,176.9.40.135,444,6,19/08/2020 10:47:02 AM,1079,BENIGN
1080,1088,176.9.40.135-192.168.43.129-444-58751-6,192.168.43.129,58751,176.9.40.135,444,6,19/08/2020 10:47:05 AM,1080,BENIGN
1081,1089,192.168.43.129-216.58.205.227-58749-443-6,192.168.43.129,58749,216.58.205.227,443,6,19/08/2020 10:47:01 AM,1081,BENIGN
1082,1090,192.168.43.129-216.58.205.227-58749-443-6,216.58.205.227,443,192.168.43.129,58749,6,19/08/2020 10:47:05 AM,1082,BENIGN
1083,1091,176.9.40.135-192.168.43.129-444-58754-6,192.168.43.129,58754,176.9.40.135,444,6,19/08/2020 10:47:07 AM,1083,BENIGN
1084,1092,176.9.40.135-192.168.43.129-444-58754-6,192.168.43.129,58754,176.9.40.135,444,6,19/08/2020 10:47:09 AM,1084,BENIGN
1085,1093,166.62.108.43-192.168.43.129-80-58753-6,192.168.43.129,58753,166.62.108.43,80,6,19/08/2020 10:47:07 AM,1085,BENIGN
1086,1094,166.62.108.43-192.168.43.129-80-58753-6,166.62.108.43,80,192.168.43.129,58753,6,19/08/2020 10:47:09 AM,1086,BENIGN
1087,1095,176.9.40.135-192.168.43.129-444-58758-6,192.168.43.129,58758,176.9.40.135,444,6,19/08/2020 10:47:09 AM,1087,BENIGN
1088,1096,192.168.43.129-107.6.177.186-58757-80-6,192.168.43.129,58757,107.6.177.186,80,6,19/08/2020 10:47:09 AM,1088,BENIGN
1089,1097,192.168.43.129-107.6.177.186-58757-80-6,107.6.177.186,80,192.168.43.129,58757,6,19/08/2020 10:47:10 AM,1089,BENIGN
1090,1098,176.9.40.135-192.168.43.129-444-58752-6,192.168.43.129,58752,176.9.40.135,444,6,19/08/2020 10:47:02 AM,1090,BENIGN
1091,1099,176.9.40.135-192.168.43.129-444-58752-6,192.168.43.129,58752,176.9.40.135,444,6,19/08/2020 10:47:10 AM,1091,BENIGN
1092,1100,192.168.43.129-194.226.133.55-58750-443-6,192.168.43.129,58750,194.226.133.55,443,6,19/08/2020 10:47:02 AM,1092,BENIGN
1093,1101,176.9.40.135-192.168.43.129-444-58762-6,192.168.43.129,58762,176.9.40.135,444,6,19/08/2020 10:47:10 AM,1093,BENIGN
1094,1102,192.168.43.129-107.6.177.186-58761-80-6,192.168.43.129,58761,107.6.177.186,80,6,19/08/2020 10:47:10 AM,1094,BENIGN
1095,1103,192.168.43.129-107.6.177.186-58761-80-6,107.6.177.186,80,192.168.43.129,58761,6,19/08/2020 10:47:11 AM,1095,BENIGN
1096,1104,192.168.43.129-204.79.197.219-58528-443-6,192.168.43.129,58528,204.79.197.219,443,6,19/08/2020 10:45:03 AM,1096,BENIGN
1097,1105,176.9.40.135-192.168.43.129-444-58764-6,192.168.43.129,58764,176.9.40.135,444,6,19/08/2020 10:47:12 AM,1097,BENIGN
1098,1106,176.9.40.135-192.168.43.129-444-58764-6,192.168.43.129,58764,176.9.40.135,444,6,19/08/2020 10:47:16 AM,1098,BENIGN
1099,1107,192.168.43.129-5.57.16.96-58763-443-6,192.168.43.129,58763,5.57.16.96,443,6,19/08/2020 10:47:12 AM,1099,BENIGN
1100,1108,192.168.43.129-5.57.16.96-58763-443-6,5.57.16.96,443,192.168.43.129,58763,6,19/08/2020 10:47:16 AM,1100,BENIGN
1101,1109,192.168.43.129-89.39.105.12-58765-80-6,192.168.43.129,58765,89.39.105.12,80,6,19/08/2020 10:47:16 AM,1101,BENIGN
1102,1110,176.9.40.135-192.168.43.129-444-58766-6,192.168.43.129,58766,176.9.40.135,444,6,19/08/2020 10:47:16 AM,1102,BENIGN
1103,1111,192.168.43.129-89.39.105.12-58765-80-6,192.168.43.129,58765,89.39.105.12,80,6,19/08/2020 10:47:16 AM,1103,BENIGN
1104,1112,176.9.40.135-192.168.43.129-444-58766-6,176.9.40.135,444,192.168.43.129,58766,6,19/08/2020 10:47:16 AM,1104,BENIGN
1105,1113,176.9.40.135-192.168.43.129-444-58772-6,192.168.43.129,58772,176.9.40.135,444,6,19/08/2020 10:47:16 AM,1105,BENIGN
1106,1114,192.168.43.129-107.6.177.186-58771-80-6,192.168.43.129,58771,107.6.177.186,80,6,19/08/2020 10:47:16 AM,1106,BENIGN
1107,1115,192.168.43.129-107.6.177.186-58771-80-6,107.6.177.186,80,192.168.43.129,58771,6,19/08/2020 10:47:17 AM,1107,BENIGN
1108,1116,192.168.43.129-192.168.43.1-65269-53-17,192.168.43.129,65269,192.168.43.1,53,17,19/08/2020 10:42:33 AM,1108,BENIGN
1109,1117,192.168.43.129-204.79.197.254-58773-443-6,192.168.43.129,58773,204.79.197.254,443,6,19/08/2020 10:47:18 AM,1109,BENIGN
1110,1119,176.9.40.135-192.168.43.129-444-58770-6,192.168.43.129,58770,176.9.40.135,444,6,19/08/2020 10:47:16 AM,1110,BENIGN
1111,1120,176.9.40.135-192.168.43.129-444-58770-6,192.168.43.129,58770,176.9.40.135,444,6,19/08/2020 10:47:20 AM,1111,BENIGN
1112,1121,143.204.204.67-192.168.43.129-443-58769-6,192.168.43.129,58769,143.204.204.67,443,6,19/08/2020 10:47:16 AM,1112,BENIGN
1113,1122,192.168.43.129-204.79.197.200-58774-443-6,192.168.43.129,58774,204.79.197.200,443,6,19/08/2020 10:47:18 AM,1113,BENIGN
1114,1123,176.9.40.135-192.168.43.129-444-58780-6,192.168.43.129,58780,176.9.40.135,444,6,19/08/2020 10:47:20 AM,1114,BENIGN
